error_id,user_id,account_id,error_message,timestamp,severity
346,21,63,Risk limits exceeded for account ACC-70277128,2025-04-08 07:39:36,LOW
347,21,63,Invalid trade date for YAM3,2025-04-11 15:19:36,MEDIUM
348,21,63,Insufficient liquidity for ZBY1,2025-03-31 20:56:36,LOW
349,21,63,Missing corporate action data for MUO6,2025-04-08 12:54:36,HIGH
350,21,63,Invalid trade date for MVO0,2025-04-05 03:39:36,LOW
351,21,63,Insufficient liquidity for MSM0,2025-03-27 01:58:36,MEDIUM
352,21,63,Market value not found for security UAC3,2025-03-21 00:09:36,LOW
353,22,64,Trade settlement failed for SSL4,2025-03-18 05:17:36,MEDIUM
354,22,64,Market value not found for security ELW4,2025-03-28 10:20:36,MEDIUM
355,22,64,Insufficient liquidity for BYY1,2025-04-07 04:26:36,MEDIUM
356,22,64,Missing benchmark data for portfolio ACC-91098015,2025-03-23 08:41:36,HIGH
357,22,65,Missing benchmark data for portfolio ACC-77939045,2025-03-28 13:28:36,MEDIUM
358,22,65,Risk limits exceeded for account ACC-77939045,2025-03-30 11:33:36,HIGH
359,22,65,Compliance breach detected for VGF8,2025-03-12 04:29:36,HIGH
360,22,66,Commentary not uploaded for account ACC-91818509,2025-03-11 17:34:36,HIGH
361,23,67,Commentary not uploaded for account ACC-98904646,2025-04-03 02:15:36,LOW
362,23,67,Market value not found for security TJD6,2025-03-23 06:12:36,LOW
363,23,67,Failed to generate P&L report for ACC-98904646,2025-04-09 18:49:36,MEDIUM
364,23,67,Missing corporate action data for VMQ5,2025-03-13 15:17:36,LOW
365,23,67,Data feed interruption for VPI1 pricing,2025-04-06 23:43:36,HIGH
366,23,68,Missing corporate action data for JLX4,2025-03-28 13:46:36,HIGH
367,23,68,NAV calculation error for account ACC-16571271,2025-04-11 12:47:36,MEDIUM
368,23,68,Compliance breach detected for GBV7,2025-03-20 04:35:36,MEDIUM
369,23,68,Position reconciliation failed for account ACC-16571271,2025-03-23 03:14:36,HIGH
370,23,68,Position reconciliation failed for account ACC-16571271,2025-04-03 12:13:36,HIGH
371,23,68,Failed to generate P&L report for ACC-16571271,2025-04-08 12:12:36,MEDIUM
372,23,68,Insufficient liquidity for TPK4,2025-03-12 22:12:36,HIGH
373,23,68,Missing benchmark data for portfolio ACC-16571271,2025-03-16 20:19:36,LOW
374,23,68,Commentary not uploaded for account ACC-16571271,2025-03-31 03:10:36,MEDIUM
375,23,68,Data feed interruption for BCI0 pricing,2025-03-15 14:14:36,HIGH
376,23,69,Insufficient liquidity for TBR1,2025-03-26 09:58:36,HIGH
377,23,69,Trade settlement failed for YID6,2025-04-07 19:57:36,LOW
378,23,69,NAV calculation error for account ACC-19054625,2025-03-25 22:50:36,MEDIUM
379,23,69,Market value not found for security ALW7,2025-03-31 01:47:36,MEDIUM
380,23,69,Position reconciliation failed for account ACC-19054625,2025-03-18 04:55:36,HIGH
381,23,69,Position reconciliation failed for account ACC-19054625,2025-04-03 06:41:36,HIGH
382,23,69,NAV calculation error for account ACC-19054625,2025-03-30 13:08:36,LOW
383,23,69,Risk limits exceeded for account ACC-19054625,2025-04-11 07:03:36,HIGH
384,23,70,Compliance breach detected for YJO5,2025-03-28 05:03:36,MEDIUM
385,23,70,Trade settlement failed for DJZ3,2025-03-19 17:38:36,LOW
386,23,70,Failed to generate P&L report for ACC-30179054,2025-03-12 09:50:36,LOW
387,23,70,Risk limits exceeded for account ACC-30179054,2025-03-27 16:49:36,LOW
388,23,70,Data feed interruption for YIG4 pricing,2025-04-03 17:39:36,LOW
389,23,70,Data feed interruption for PET4 pricing,2025-04-05 14:01:36,HIGH
390,23,70,Missing corporate action data for FCK8,2025-03-27 07:50:36,HIGH
391,23,70,Trade settlement failed for OKE4,2025-03-20 08:10:36,HIGH
392,23,70,Invalid trade date for GBG5,2025-03-27 03:42:36,HIGH
393,23,70,Compliance breach detected for DSW2,2025-03-29 02:42:36,LOW
394,23,71,Market value not found for security SZC8,2025-03-30 04:56:36,HIGH
395,23,71,Insufficient liquidity for GEP9,2025-04-07 20:35:36,LOW
396,23,71,Risk limits exceeded for account ACC-63973744,2025-03-23 15:51:36,HIGH
397,23,71,Invalid trade date for JKV7,2025-03-30 03:02:36,LOW
398,24,72,Failed to generate P&L report for ACC-16693232,2025-03-12 10:47:36,HIGH
399,24,72,Market value not found for security VLN8,2025-04-11 01:23:36,HIGH
400,24,72,Insufficient liquidity for LFM2,2025-04-06 15:46:36,LOW
401,24,72,Missing corporate action data for SHC8,2025-04-01 03:43:36,LOW
402,24,72,Commentary not uploaded for account ACC-16693232,2025-03-12 18:28:36,MEDIUM
403,24,72,Margin call warning for account ACC-16693232,2025-03-23 13:55:36,HIGH
404,24,72,Risk limits exceeded for account ACC-16693232,2025-03-16 15:58:36,LOW
405,24,72,Commentary not uploaded for account ACC-16693232,2025-03-28 16:42:36,MEDIUM
406,24,73,Market value not found for security WIY2,2025-03-20 00:25:36,HIGH
407,24,73,Missing benchmark data for portfolio ACC-67730905,2025-03-12 07:44:36,HIGH
408,24,73,Missing benchmark data for portfolio ACC-67730905,2025-03-28 08:43:36,MEDIUM
409,24,73,Trade settlement failed for LSZ4,2025-03-13 20:17:36,LOW
410,24,74,Compliance breach detected for SMG1,2025-03-30 23:46:36,HIGH
411,24,74,Risk limits exceeded for account ACC-37603864,2025-03-20 11:28:36,LOW
412,24,74,Position reconciliation failed for account ACC-37603864,2025-04-09 18:06:36,LOW
413,24,74,Data feed interruption for WOZ7 pricing,2025-03-27 14:27:36,MEDIUM
414,24,74,Position reconciliation failed for account ACC-37603864,2025-03-29 23:31:36,LOW
415,24,74,Position reconciliation failed for account ACC-37603864,2025-03-26 16:19:36,MEDIUM
416,24,74,NAV calculation error for account ACC-37603864,2025-04-02 19:06:36,LOW
417,24,74,Risk limits exceeded for account ACC-37603864,2025-03-25 22:55:36,HIGH
418,24,74,Compliance breach detected for NMM8,2025-04-06 19:27:36,LOW
419,24,74,Data feed interruption for FML8 pricing,2025-03-22 07:05:36,LOW
420,25,75,Missing benchmark data for portfolio ACC-4534868,2025-03-19 17:50:36,MEDIUM
421,25,75,Missing benchmark data for portfolio ACC-4534868,2025-03-20 18:55:36,MEDIUM
422,25,75,Insufficient liquidity for ZFR9,2025-03-26 14:56:36,MEDIUM
423,25,75,Insufficient liquidity for CFY2,2025-03-31 07:45:36,MEDIUM
424,25,75,Data feed interruption for KQS4 pricing,2025-03-21 12:01:36,LOW
425,25,75,Margin call warning for account ACC-4534868,2025-03-14 16:20:36,MEDIUM
426,25,75,Margin call warning for account ACC-4534868,2025-04-04 05:16:36,LOW
427,25,75,Missing corporate action data for PDM7,2025-03-14 08:20:36,LOW
428,25,75,Risk limits exceeded for account ACC-4534868,2025-03-21 05:33:36,LOW
429,25,75,Commentary not uploaded for account ACC-4534868,2025-04-04 14:41:36,HIGH
430,25,76,Trade settlement failed for GFQ8,2025-03-20 12:20:36,MEDIUM
431,25,76,Commentary not uploaded for account ACC-52090243,2025-03-23 03:47:36,MEDIUM
432,25,76,Commentary not uploaded for account ACC-52090243,2025-04-06 21:09:36,LOW
433,25,76,Market value not found for security FVO4,2025-04-02 23:33:36,LOW
434,25,76,Market value not found for security XFF6,2025-03-25 19:01:36,HIGH
435,25,76,Invalid trade date for VMA6,2025-04-04 19:46:36,HIGH
436,25,76,Risk limits exceeded for account ACC-52090243,2025-04-10 18:16:36,HIGH
437,25,76,Insufficient liquidity for JVG7,2025-04-05 06:59:36,MEDIUM
438,25,76,Trade settlement failed for WHR8,2025-04-08 16:30:36,HIGH
439,25,77,Missing benchmark data for portfolio ACC-57175510,2025-04-05 20:07:36,MEDIUM
440,25,77,Failed to generate P&L report for ACC-57175510,2025-03-17 13:53:36,HIGH
441,25,77,Market value not found for security NVO3,2025-03-15 22:37:36,LOW
442,25,77,Risk limits exceeded for account ACC-57175510,2025-04-01 14:47:36,LOW
443,25,77,Margin call warning for account ACC-57175510,2025-03-21 06:14:36,MEDIUM
444,25,77,Risk limits exceeded for account ACC-57175510,2025-04-02 23:37:36,MEDIUM
445,25,77,Missing benchmark data for portfolio ACC-57175510,2025-03-14 05:02:36,HIGH
446,25,78,Missing benchmark data for portfolio ACC-25932196,2025-04-09 07:00:36,LOW
447,25,78,Failed to generate P&L report for ACC-25932196,2025-03-13 08:29:36,MEDIUM
448,25,78,Missing benchmark data for portfolio ACC-25932196,2025-04-05 02:45:36,MEDIUM
449,25,78,Trade settlement failed for PKR3,2025-03-21 09:44:36,LOW
450,25,78,Insufficient liquidity for ZXV3,2025-03-28 05:00:36,HIGH
451,25,78,Missing corporate action data for OUF3,2025-04-08 19:52:36,LOW
452,25,78,Compliance breach detected for SRL1,2025-03-29 16:15:36,HIGH
453,25,78,Compliance breach detected for RCF2,2025-03-29 11:21:36,HIGH
454,25,78,Margin call warning for account ACC-25932196,2025-04-04 01:58:36,HIGH
455,25,78,Market value not found for security FTD8,2025-04-02 17:43:36,HIGH
456,26,79,Margin call warning for account ACC-8422333,2025-04-03 13:53:36,MEDIUM
457,26,79,Risk limits exceeded for account ACC-8422333,2025-03-17 03:02:36,MEDIUM
458,26,80,Compliance breach detected for GFR3,2025-03-18 20:24:36,LOW
459,27,81,NAV calculation error for account ACC-42097817,2025-03-31 19:31:36,HIGH
460,27,81,Trade settlement failed for AOV1,2025-04-10 01:56:36,MEDIUM
461,27,81,Position reconciliation failed for account ACC-42097817,2025-04-01 06:50:36,LOW
462,27,81,Failed to generate P&L report for ACC-42097817,2025-04-10 17:16:36,HIGH
463,27,81,Risk limits exceeded for account ACC-42097817,2025-04-10 19:39:36,LOW
464,27,81,Data feed interruption for JMQ5 pricing,2025-04-02 03:15:36,LOW
465,27,82,Invalid trade date for EEJ3,2025-03-26 22:10:36,HIGH
466,27,82,Trade settlement failed for HZD0,2025-03-23 17:57:36,LOW
467,27,82,Margin call warning for account ACC-36000678,2025-03-31 08:22:36,HIGH
468,27,83,Compliance breach detected for LDS2,2025-04-08 03:06:36,MEDIUM
469,27,83,Market value not found for security HBY3,2025-04-06 04:07:36,LOW
470,27,83,Failed to generate P&L report for ACC-42213864,2025-04-03 21:34:36,HIGH
471,27,83,NAV calculation error for account ACC-42213864,2025-03-23 06:13:36,LOW
472,27,83,NAV calculation error for account ACC-42213864,2025-03-14 16:59:36,HIGH
473,27,83,Market value not found for security BHP0,2025-03-13 22:47:36,MEDIUM
474,27,83,Missing price data for YPG1,2025-03-17 12:57:36,MEDIUM
475,27,83,Insufficient liquidity for RHY4,2025-03-16 16:25:36,HIGH
476,27,83,Risk limits exceeded for account ACC-42213864,2025-03-13 00:13:36,HIGH
477,27,83,Commentary not uploaded for account ACC-42213864,2025-03-18 03:26:36,HIGH
478,27,84,Compliance breach detected for UBD7,2025-04-10 04:30:36,LOW
479,27,84,Insufficient liquidity for QWN9,2025-03-23 19:04:36,LOW
480,27,84,Missing corporate action data for WVM6,2025-03-31 17:14:36,LOW
481,27,84,Missing benchmark data for portfolio ACC-90691148,2025-03-30 13:56:36,LOW
482,27,84,Risk limits exceeded for account ACC-90691148,2025-03-25 19:05:36,MEDIUM
483,27,84,Insufficient liquidity for AHX9,2025-03-29 04:17:36,LOW
484,28,85,Missing corporate action data for OLN0,2025-03-28 14:06:36,LOW
485,28,85,Missing corporate action data for SOT8,2025-03-21 14:10:36,HIGH
486,28,85,Missing price data for PIL1,2025-03-19 22:10:36,LOW
487,28,85,Failed to generate P&L report for ACC-91299750,2025-04-03 01:08:36,MEDIUM
488,28,85,NAV calculation error for account ACC-91299750,2025-04-02 17:40:36,HIGH
489,28,86,Failed to generate P&L report for ACC-58786879,2025-03-26 12:33:36,MEDIUM
490,28,86,Compliance breach detected for THL6,2025-03-13 20:44:36,HIGH
491,29,87,Margin call warning for account ACC-3879212,2025-03-22 15:55:36,HIGH
492,29,87,Position reconciliation failed for account ACC-3879212,2025-04-01 13:23:36,LOW
493,29,87,Missing benchmark data for portfolio ACC-3879212,2025-03-21 09:51:36,MEDIUM
494,29,87,Risk limits exceeded for account ACC-3879212,2025-04-02 10:09:36,LOW
495,29,87,Insufficient liquidity for OLN7,2025-03-26 05:50:36,MEDIUM
496,29,88,Failed to generate P&L report for ACC-68250071,2025-03-27 11:48:36,HIGH
497,29,88,Compliance breach detected for GVL4,2025-03-23 16:29:36,LOW
498,29,88,Missing corporate action data for HYZ9,2025-03-18 19:35:36,MEDIUM
499,29,88,Risk limits exceeded for account ACC-68250071,2025-03-22 22:40:36,HIGH
500,30,89,Missing corporate action data for HXY7,2025-04-02 20:51:36,LOW
501,30,89,Insufficient liquidity for JII3,2025-03-30 04:04:36,HIGH
502,30,89,Invalid trade date for XYJ4,2025-04-03 10:06:36,LOW
503,30,89,Invalid trade date for NTY4,2025-03-25 05:03:36,LOW
504,30,89,Market value not found for security UGX6,2025-03-15 11:40:36,LOW
505,30,89,Market value not found for security JER7,2025-03-14 09:48:36,LOW
506,30,90,Compliance breach detected for LUA9,2025-03-13 10:31:36,MEDIUM
507,30,90,NAV calculation error for account ACC-81942208,2025-04-07 07:24:36,LOW
508,30,90,Missing corporate action data for ZMF7,2025-04-02 13:52:36,HIGH
509,30,90,Commentary not uploaded for account ACC-81942208,2025-03-20 18:13:36,MEDIUM
510,30,90,Commentary not uploaded for account ACC-81942208,2025-03-18 15:20:36,LOW
511,30,90,Missing corporate action data for UFA1,2025-04-08 21:46:36,MEDIUM
512,30,90,NAV calculation error for account ACC-81942208,2025-03-27 13:39:36,LOW
513,31,91,Market value not found for security JCQ4,2025-03-24 20:46:36,MEDIUM
514,31,91,Position reconciliation failed for account ACC-22190660,2025-03-13 12:08:36,HIGH
515,31,91,Insufficient liquidity for ARG2,2025-03-26 11:00:36,MEDIUM
516,31,91,Invalid trade date for SNS6,2025-03-21 14:11:36,HIGH
517,31,92,Margin call warning for account ACC-87445530,2025-03-19 13:20:36,LOW
518,31,92,Failed to generate P&L report for ACC-87445530,2025-03-28 15:01:36,HIGH
519,31,92,Position reconciliation failed for account ACC-87445530,2025-04-10 10:02:36,LOW
520,31,92,NAV calculation error for account ACC-87445530,2025-04-06 18:32:36,LOW
521,31,92,Failed to generate P&L report for ACC-87445530,2025-03-31 02:57:36,LOW
522,31,92,Risk limits exceeded for account ACC-87445530,2025-03-16 18:11:36,LOW
523,31,92,Data feed interruption for CYH6 pricing,2025-03-20 06:46:36,LOW
524,32,93,Missing price data for IUK4,2025-03-12 20:54:36,HIGH
525,32,93,Commentary not uploaded for account ACC-99942930,2025-03-17 04:08:36,LOW
526,32,94,NAV calculation error for account ACC-89344130,2025-04-10 14:32:36,LOW
527,32,94,Position reconciliation failed for account ACC-89344130,2025-03-15 06:25:36,MEDIUM
528,32,94,Missing corporate action data for LMK7,2025-03-21 03:22:36,LOW
529,33,95,Compliance breach detected for RFT0,2025-04-04 03:09:36,MEDIUM
530,33,95,Risk limits exceeded for account ACC-25955426,2025-03-20 12:39:36,LOW
531,33,95,Margin call warning for account ACC-25955426,2025-04-05 18:16:36,LOW
532,33,95,Insufficient liquidity for FYM0,2025-04-02 05:42:36,MEDIUM
533,33,95,Missing price data for OHO6,2025-04-07 00:33:36,LOW
534,33,95,Risk limits exceeded for account ACC-25955426,2025-03-23 22:47:36,HIGH
535,33,96,Missing benchmark data for portfolio ACC-5064281,2025-04-02 02:40:36,MEDIUM
536,33,96,Margin call warning for account ACC-5064281,2025-04-09 09:32:36,HIGH
537,33,96,Margin call warning for account ACC-5064281,2025-04-09 15:27:36,MEDIUM
538,33,96,Risk limits exceeded for account ACC-5064281,2025-03-18 16:04:36,HIGH
539,33,96,Missing corporate action data for YCX2,2025-04-08 01:58:36,LOW
540,33,96,Failed to generate P&L report for ACC-5064281,2025-04-04 23:00:36,MEDIUM
541,33,96,Missing corporate action data for KKU5,2025-04-07 08:05:36,HIGH
542,33,96,Missing corporate action data for RWV0,2025-04-02 15:26:36,MEDIUM
543,33,97,Missing benchmark data for portfolio ACC-6809792,2025-04-01 07:21:36,LOW
544,33,97,Missing price data for YVQ7,2025-03-25 01:52:36,MEDIUM
545,33,97,Missing corporate action data for CCY0,2025-03-20 13:33:36,HIGH
546,33,97,Trade settlement failed for KMW4,2025-03-23 11:48:36,HIGH
547,33,97,Failed to generate P&L report for ACC-6809792,2025-04-06 14:36:36,HIGH
548,33,97,Data feed interruption for FNH2 pricing,2025-03-20 04:53:36,MEDIUM
549,33,97,Failed to generate P&L report for ACC-6809792,2025-03-31 10:44:36,HIGH
550,33,98,Commentary not uploaded for account ACC-96771197,2025-03-17 08:01:36,LOW
551,33,98,Risk limits exceeded for account ACC-96771197,2025-03-16 10:51:36,HIGH
552,33,98,Missing corporate action data for BZO5,2025-04-07 12:33:36,LOW
553,33,98,Data feed interruption for EVH4 pricing,2025-03-23 03:30:36,HIGH
554,33,98,Data feed interruption for UIY5 pricing,2025-03-31 05:30:36,MEDIUM
555,33,98,NAV calculation error for account ACC-96771197,2025-03-13 13:19:36,LOW
556,33,98,Position reconciliation failed for account ACC-96771197,2025-03-29 12:37:36,LOW
557,34,99,NAV calculation error for account ACC-36690120,2025-03-20 07:24:36,HIGH
558,34,99,Margin call warning for account ACC-36690120,2025-03-20 17:16:36,MEDIUM
559,34,99,Margin call warning for account ACC-36690120,2025-03-27 12:56:36,MEDIUM
560,34,99,Insufficient liquidity for RBT4,2025-04-07 06:34:36,LOW
561,34,99,Trade settlement failed for UZW6,2025-04-06 22:16:36,LOW
562,34,100,Trade settlement failed for QHR7,2025-03-25 14:52:36,HIGH
563,34,100,Missing price data for ASM8,2025-03-13 17:40:36,HIGH
564,34,100,Missing benchmark data for portfolio ACC-61628238,2025-03-27 20:17:36,MEDIUM
565,34,101,Risk limits exceeded for account ACC-72105940,2025-03-16 22:26:36,MEDIUM
566,34,101,Compliance breach detected for PEV7,2025-03-17 08:02:36,MEDIUM
567,34,101,Commentary not uploaded for account ACC-72105940,2025-03-13 21:08:36,LOW
568,34,101,Failed to generate P&L report for ACC-72105940,2025-03-18 14:40:36,LOW
569,34,101,Missing corporate action data for FRA0,2025-03-16 22:25:36,LOW
570,34,101,Position reconciliation failed for account ACC-72105940,2025-04-05 08:17:36,HIGH
571,34,101,Margin call warning for account ACC-72105940,2025-03-28 00:16:36,MEDIUM
572,35,102,Compliance breach detected for HSB1,2025-03-25 19:21:36,MEDIUM
573,35,102,Failed to generate P&L report for ACC-92369778,2025-03-15 11:53:36,LOW
574,35,102,Data feed interruption for KCF2 pricing,2025-04-10 13:28:36,MEDIUM
575,35,102,Compliance breach detected for MMM4,2025-03-28 03:50:36,MEDIUM
576,35,102,Compliance breach detected for JKZ8,2025-03-22 15:22:36,LOW
577,35,102,NAV calculation error for account ACC-92369778,2025-04-05 00:11:36,LOW
578,35,102,Invalid trade date for IUP7,2025-03-26 03:54:36,HIGH
579,35,102,Commentary not uploaded for account ACC-92369778,2025-04-03 17:14:36,HIGH
580,35,102,Data feed interruption for EWT0 pricing,2025-04-07 09:07:36,HIGH
581,35,102,Data feed interruption for VQF2 pricing,2025-03-30 15:02:36,MEDIUM
582,35,103,Invalid trade date for PTU2,2025-03-28 07:46:36,LOW
583,35,103,Missing price data for DBV8,2025-03-27 04:26:36,MEDIUM
584,35,103,Risk limits exceeded for account ACC-60474447,2025-03-18 14:30:36,MEDIUM
585,36,104,Insufficient liquidity for KDS6,2025-03-29 04:28:36,MEDIUM
586,36,104,NAV calculation error for account ACC-42930245,2025-03-28 16:15:36,LOW
587,36,104,Missing benchmark data for portfolio ACC-42930245,2025-04-06 17:49:36,HIGH
588,36,104,Margin call warning for account ACC-42930245,2025-04-01 03:43:36,MEDIUM
589,36,104,Missing corporate action data for WIR0,2025-03-28 22:17:36,MEDIUM
590,36,104,NAV calculation error for account ACC-42930245,2025-04-11 08:55:36,LOW
591,36,104,Position reconciliation failed for account ACC-42930245,2025-03-18 15:08:36,LOW
592,37,105,Missing benchmark data for portfolio ACC-70179288,2025-03-23 10:03:36,HIGH
593,37,106,NAV calculation error for account ACC-69124730,2025-04-06 17:27:36,HIGH
594,37,106,Trade settlement failed for RHS2,2025-03-15 13:39:36,HIGH
595,37,106,Data feed interruption for WRW6 pricing,2025-03-31 20:23:36,HIGH
596,37,106,Invalid trade date for UXI4,2025-04-08 14:30:36,MEDIUM
597,37,106,Insufficient liquidity for HAL9,2025-04-04 13:53:36,HIGH
598,37,106,Data feed interruption for DCW0 pricing,2025-04-01 05:26:36,HIGH
599,37,106,Missing corporate action data for XKN6,2025-03-22 06:17:36,HIGH
600,37,106,Risk limits exceeded for account ACC-69124730,2025-03-29 02:33:36,HIGH
601,37,106,Missing benchmark data for portfolio ACC-69124730,2025-04-10 01:43:36,HIGH
602,37,106,Compliance breach detected for HQZ8,2025-03-16 10:16:36,MEDIUM
603,37,107,Compliance breach detected for MYS4,2025-04-09 18:45:36,LOW
604,37,107,NAV calculation error for account ACC-91874992,2025-03-14 15:15:36,HIGH
605,37,108,Missing price data for TOH9,2025-03-21 06:59:36,MEDIUM
606,37,108,Missing benchmark data for portfolio ACC-42965851,2025-04-10 17:18:36,HIGH
607,37,108,Failed to generate P&L report for ACC-42965851,2025-03-30 18:55:36,MEDIUM
608,38,109,Market value not found for security IGJ9,2025-03-31 21:07:36,MEDIUM
609,38,109,Trade settlement failed for RFY6,2025-03-29 09:21:36,MEDIUM
610,39,110,Margin call warning for account ACC-24877895,2025-03-29 05:07:36,MEDIUM
611,39,110,Data feed interruption for PIL6 pricing,2025-03-31 04:06:36,LOW
612,39,110,Risk limits exceeded for account ACC-24877895,2025-04-06 20:54:36,LOW
613,39,110,Failed to generate P&L report for ACC-24877895,2025-03-22 17:22:36,HIGH
614,39,110,Trade settlement failed for QTY6,2025-03-19 00:28:36,MEDIUM
615,39,110,NAV calculation error for account ACC-24877895,2025-03-13 05:38:36,HIGH
616,39,110,Position reconciliation failed for account ACC-24877895,2025-03-31 11:49:36,MEDIUM
617,39,110,Missing corporate action data for MOH3,2025-03-30 00:10:36,HIGH
618,39,110,Data feed interruption for PEM6 pricing,2025-04-04 02:26:36,HIGH
619,39,111,Data feed interruption for KED2 pricing,2025-03-15 21:28:36,LOW
620,39,111,Missing benchmark data for portfolio ACC-22318969,2025-03-12 02:26:36,HIGH
621,39,111,NAV calculation error for account ACC-22318969,2025-03-24 03:09:36,LOW
622,39,111,Risk limits exceeded for account ACC-22318969,2025-03-28 18:44:36,LOW
623,39,111,Missing price data for TUV0,2025-04-03 12:36:36,HIGH
624,39,111,Commentary not uploaded for account ACC-22318969,2025-03-21 10:51:36,LOW
625,39,111,Data feed interruption for DFB8 pricing,2025-04-06 20:36:36,MEDIUM
626,39,112,Insufficient liquidity for IAJ4,2025-04-01 00:05:36,LOW
627,39,112,Invalid trade date for ZHA6,2025-03-23 20:12:36,MEDIUM
628,39,112,Missing corporate action data for GBX6,2025-04-09 11:37:36,MEDIUM
629,39,112,Missing price data for OAC9,2025-03-24 09:10:36,MEDIUM
630,39,112,Missing corporate action data for LNE8,2025-04-05 06:54:36,MEDIUM
631,39,112,Compliance breach detected for OBC9,2025-03-27 03:58:36,LOW
632,39,112,Missing price data for ODD9,2025-03-14 07:12:36,MEDIUM
633,39,112,Commentary not uploaded for account ACC-50862560,2025-03-21 04:25:36,LOW
634,39,113,Compliance breach detected for MCD9,2025-04-03 06:11:36,HIGH
635,39,113,Missing benchmark data for portfolio ACC-96690044,2025-03-14 04:56:36,MEDIUM
636,39,113,Invalid trade date for HXG1,2025-04-01 20:56:36,MEDIUM
637,39,113,NAV calculation error for account ACC-96690044,2025-04-01 14:50:36,MEDIUM
638,39,113,Invalid trade date for DKP2,2025-03-21 01:47:36,LOW
639,39,113,Risk limits exceeded for account ACC-96690044,2025-03-25 19:59:36,MEDIUM
640,39,113,NAV calculation error for account ACC-96690044,2025-04-10 23:35:36,MEDIUM
641,39,114,Data feed interruption for IKV1 pricing,2025-03-30 15:55:36,LOW
642,39,114,Missing corporate action data for WMZ4,2025-03-30 15:08:36,MEDIUM
643,39,114,Risk limits exceeded for account ACC-71044339,2025-03-25 11:50:36,LOW
644,39,114,Margin call warning for account ACC-71044339,2025-03-12 18:38:36,MEDIUM
645,40,115,Market value not found for security NSA6,2025-03-30 02:18:36,MEDIUM
646,40,115,Failed to generate P&L report for ACC-12246168,2025-03-29 08:06:36,LOW
647,40,115,Missing corporate action data for SBN3,2025-04-06 20:13:36,MEDIUM
648,40,115,Margin call warning for account ACC-12246168,2025-03-23 21:57:36,HIGH
649,41,116,Failed to generate P&L report for ACC-15130596,2025-04-06 03:43:36,HIGH
650,41,116,Insufficient liquidity for TME9,2025-04-05 16:54:36,MEDIUM
651,41,116,Missing price data for CHM2,2025-03-13 04:53:36,MEDIUM
652,41,117,Data feed interruption for ZAF9 pricing,2025-04-07 01:58:36,HIGH
653,41,117,Market value not found for security OSX8,2025-03-30 17:11:36,HIGH
654,41,117,Missing corporate action data for TFA1,2025-04-10 08:16:36,HIGH
655,41,117,Invalid trade date for XTN2,2025-03-24 12:19:36,HIGH
656,41,117,Missing benchmark data for portfolio ACC-87158973,2025-03-13 06:07:36,HIGH
657,41,118,Missing corporate action data for WBL3,2025-03-22 06:48:36,LOW
658,41,118,Data feed interruption for ZLZ4 pricing,2025-04-03 06:51:36,HIGH
659,41,118,Insufficient liquidity for XUB3,2025-04-01 10:18:36,HIGH
660,41,118,Data feed interruption for BHA5 pricing,2025-04-05 12:06:36,HIGH
661,41,119,Margin call warning for account ACC-82094758,2025-03-25 01:19:36,HIGH
662,41,119,Trade settlement failed for PKO3,2025-03-31 23:52:36,LOW
663,41,119,Failed to generate P&L report for ACC-82094758,2025-03-15 05:46:36,MEDIUM
664,41,120,Risk limits exceeded for account ACC-46501042,2025-03-28 18:07:36,LOW
665,42,121,Missing corporate action data for VVH0,2025-04-07 01:21:36,MEDIUM
666,42,121,Commentary not uploaded for account ACC-63493060,2025-04-01 06:52:36,MEDIUM
667,42,121,Data feed interruption for XZC9 pricing,2025-03-28 09:32:36,MEDIUM
668,42,121,Data feed interruption for MZE7 pricing,2025-03-17 03:26:36,HIGH
669,42,121,Trade settlement failed for BIL9,2025-04-11 04:05:36,LOW
670,42,121,Market value not found for security LFO0,2025-04-02 01:36:36,LOW
671,42,121,NAV calculation error for account ACC-63493060,2025-03-22 15:24:36,LOW
672,42,121,Market value not found for security BGR9,2025-04-03 01:34:36,HIGH
673,42,121,Compliance breach detected for EWA4,2025-04-02 21:38:36,LOW
674,42,122,Insufficient liquidity for XGU5,2025-03-29 01:41:36,LOW
675,42,122,Margin call warning for account ACC-41531616,2025-03-31 19:57:36,MEDIUM
676,42,122,Risk limits exceeded for account ACC-41531616,2025-04-07 09:56:36,MEDIUM
677,42,122,Position reconciliation failed for account ACC-41531616,2025-03-22 16:45:36,HIGH
678,43,123,Failed to generate P&L report for ACC-77301443,2025-04-07 09:43:36,HIGH
679,43,123,Data feed interruption for DDK9 pricing,2025-03-21 06:34:36,MEDIUM
680,43,123,Insufficient liquidity for NAB0,2025-03-25 19:43:36,MEDIUM
681,44,124,Compliance breach detected for AAL9,2025-03-13 03:51:36,MEDIUM
682,44,124,Margin call warning for account ACC-40846856,2025-03-19 22:01:36,HIGH
683,44,124,Failed to generate P&L report for ACC-40846856,2025-03-24 05:30:36,HIGH
684,44,124,Compliance breach detected for MAY5,2025-04-07 14:02:36,MEDIUM
685,44,124,Insufficient liquidity for PBI4,2025-04-09 06:53:36,LOW
686,44,124,Market value not found for security KGM7,2025-04-10 10:09:36,HIGH
687,44,124,Data feed interruption for PQO0 pricing,2025-04-02 22:41:36,HIGH
688,44,125,Trade settlement failed for UHA9,2025-03-22 13:09:36,LOW
689,44,125,Position reconciliation failed for account ACC-89268799,2025-04-10 12:51:36,MEDIUM
